,encounter,is_cm,time,player,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,downed,cleanses,above90%,role,predicted_role,primary role,secondary role
0,Qadim the Peerless,FALSE,103,Nopiki.8352,31471,19.008,94.925,91.214,55.168,64.785,0,6.97,0,0,0,37303,1,3,90.8914728682171,0,dps,DPS,
2,Qadim the Peerless,FALSE,103,Tiki.8579,22529,19.083,91.078,91.036,70.706,64.476,0,4.671,0,0,0,30148,1,0,95.1807228915663,0,dps,DPS,
4,Qadim the Peerless,FALSE,103,MrCamonkill.6419,12390,10.163,83.509,80.835,80.835,,0.781,0,0,0,0,95375,1,0,72.3577235772358,2,leftover/trash/whatever,DPS,
5,Qadim the Peerless,FALSE,103,ups.9017,31076,19.236,94.569,95.488,87.145,88.113,0.71,0,0,0,0,44579,1,0,96.2068965517241,0,dps,DPS,
8,Qadim the Peerless,FALSE,103,Montgomery.1624,16049,8.84,73.536,65.855,76.754,,0.962,0,0,0,0,87031,1,5,2.8169014084507,0,dps,DPS,
9,Qadim the Peerless,FALSE,103,MonTheR.2460,22506,18.548,91.518,87.112,74.609,41.872,0.222,8.431,0,0,0,56414,1,0,93.5185185185185,0,dps,DPS,
0,Qadim the Peerless,FALSE,85,Nopiki.8352,2,18.576,93.899,89.988,83.27,61.416,0,7.908,0,0,0,22488,0,3,100,2,leftover/trash/whatever,DPS,
2,Qadim the Peerless,FALSE,85,Tiki.8579,1,15.268,90.079,80.041,87.002,61.904,0,3.312,0,0,0,41296,1,0,100,2,leftover/trash/whatever,DPS,
4,Qadim the Peerless,FALSE,85,MrCamonkill.6419,0,10.455,88.911,82.397,82.098,,2.042,0,0,0,0,78278,1,2,0,2,leftover/trash/whatever,DPS,
5,Qadim the Peerless,FALSE,85,ups.9017,3,19.672,93.898,94.581,91.563,89.305,0.912,0,0,0,0,32319,0,0,100,2,leftover/trash/whatever,DPS,
8,Qadim the Peerless,FALSE,85,Montgomery.1624,0,9.2,77.129,73.797,76.776,8.331,0.592,0,0,0,0,137186,2,2,0,2,leftover/trash/whatever,DPS,
9,Qadim the Peerless,FALSE,85,MonTheR.2460,0,10.987,94.618,82.653,70.418,21.973,0.203,9.271,0,0,0,48417,2,0,0,2,leftover/trash/whatever,DPS,
0,Cardinal Adina,FALSE,214,MrCamonkill.6419,11787,22.854,98.823,90.917,96.232,78.693,3.891,0,0,0,0,125194,0,0,95.3678474114441,2,leftover/trash/whatever,DPS,
1,Cardinal Adina,FALSE,214,Nopiki.8352,14729,23.151,98.994,95.352,96.232,75.777,0,13.364,0,0,0,156572,0,0,90.077519379845,0,dps,DPS,
3,Cardinal Adina,FALSE,214,Tiki.8579,11394,21.135,97.911,87.223,96.232,86.482,0.731,34.621,0,0,31.878,111110,0,3,99.2287917737789,2,leftover/trash/whatever,DPS,
6,Cardinal Adina,FALSE,214,ups.9017,16098,22.306,97.911,86.993,95.394,76.43,0.277,19.189,0,0,0,110761,0,1,100,0,dps,DPS,
8,Cardinal Adina,FALSE,214,Montgomery.1624,10737,21.796,97.911,63.409,87.782,55.672,4.426,0,0,0,0,131102,0,0,89.3004115226337,2,leftover/trash/whatever,DPS,
9,Cardinal Adina,FALSE,214,MonTheR.2460,11967,22.875,96.459,90.19,95.394,65.205,0.017,19.834,0,0,0,160652,0,0,94.6882217090069,2,leftover/trash/whatever,DPS,
0,Cardinal Sabir CM,TRUE,241,Nopiki.8352,19927,24.721,99.53,94.515,99.576,77.083,0,22.027,0,0,0,267821,1,7,80.5841924398625,0,dps,DPS,
2,Cardinal Sabir CM,TRUE,241,Tiki.8579,10800,24.494,99.531,89.338,99.139,83.799,0,16.607,0,0,0,196425,0,7,93.6274509803922,2,leftover/trash/whatever,DPS,
4,Cardinal Sabir CM,TRUE,241,MrCamonkill.6419,16241,24.644,99.531,98.608,99.139,84.255,4.754,0,0,0,0,204839,0,4,93.2228915662651,0,dps,DPS,
6,Cardinal Sabir CM,TRUE,241,ups.9017,20986,24.439,99.347,93.913,99.576,94.343,0.485,24.686,0,0,0,217830,0,7,85.7605177993528,0,dps,DPS,
8,Cardinal Sabir CM,TRUE,241,Montgomery.1624,15721,23.391,99.347,86.662,99.139,82.419,5.409,0,0,0,0,204384,0,7,81.9066147859922,0,dps,DPS,
9,Cardinal Sabir CM,TRUE,241,MonTheR.2460,12922,22.598,99.347,87.559,91.631,86.406,0.149,14.686,0,0,0,237371,0,1,74.6434231378764,2,leftover/trash/whatever,DPS,
2,Matthias Gabrel,FALSE,154,Zerumi.5120,21284,22.643,98.039,94.835,87.312,48.11,0,25.983,0,0,0,183752,2,6,68.8484848484849,0,dps,DPS,
5,Matthias Gabrel,FALSE,154,DARKstrider.3729,12831,19.488,98.924,98.217,88.763,96.316,1.317,39.909,0,0,0,112408,0,1,73.352435530086,2,leftover/trash/whatever,DPS,
8,Matthias Gabrel,FALSE,154,Sakke.3096,14667,17.952,98.508,98.217,81.334,87.144,3.579,0,0,0,0,166330,1,4,66.1341853035144,0,dps,DPS,
9,Matthias Gabrel,FALSE,154,Reeezzz.1802,27963,22.29,96.27,98.217,86.877,90.498,0,0,0,0,0,97358,1,11,79.6536796536797,0,dps,DPS,
1,Slothasor,FALSE,150,Montgomery.1624,13942,17.299,89.808,85.882,83.778,60.038,4.54,0,0,0,0.581,204774,1,19,80.5803571428571,0,dps,DPS,
4,Slothasor,FALSE,150,Zerumi.5120,14893,20.094,91.398,87.791,77.08,66.82,0,30.508,0,0,0,152973,2,17,84.6858638743455,0,dps,DPS,
6,Slothasor,FALSE,150,DARKstrider.3729,10430,21.412,96.43,87.275,91.92,95.747,0,21.798,0,0,0,105798,1,13,90.7363420427553,2,leftover/trash/whatever,DPS,
7,Slothasor,FALSE,150,Sakke.3096,11173,19.23,91.022,89.66,89.679,82.783,3.834,0,0,0,0.81,155488,1,10,75.0877192982456,2,leftover/trash/whatever,DPS,
8,Slothasor,FALSE,150,Reeezzz.1802,20246,22.595,98.729,94.047,97.766,94.867,0,0,0,0,0,312934,1,4,70.9183673469388,0,dps,DPS,
2,Slothasor,FALSE,146,Montgomery.1624,12959,23.61,97.722,92.546,99.168,42.78,3.222,0,0,0,0.922,218074,2,5,69.2528735632184,2,leftover/trash/whatever,DPS,
3,Slothasor,FALSE,146,Hea.8675,13892,21.712,93.929,79.955,89.35,51.75,4.897,0,0,0,2.102,299171,2,20,70.1176470588235,0,dps,DPS,
4,Slothasor,FALSE,146,Zerumi.5120,13047,21.156,86.72,82.342,91.626,57.086,0,26.015,0,0,0,182108,2,9,93.7608318890815,2,leftover/trash/whatever,DPS,
6,Slothasor,FALSE,146,Reeezzz.1802,16200,20.485,90.221,84.668,98.736,82.116,0,0,0,0,0,278751,2,15,82.8571428571429,0,dps,DPS,
7,Slothasor,FALSE,146,DARKstrider.3729,9952,21.485,95.506,80.823,99.01,90.898,0,27.55,0,0,0,170767,1,39,93.8423645320197,2,leftover/trash/whatever,DPS,
9,Slothasor,FALSE,146,Sakke.3096,9739,19.64,89.135,77.762,81.972,79.927,4.733,0,0,0,1.06,280332,2,2,83.6283185840708,2,leftover/trash/whatever,DPS,
1,Xera,FALSE,277,Zerumi.5120,47,22.174,99.064,89.72,86.372,51.234,0,15.039,0,0,0,62888,0,27,100,2,leftover/trash/whatever,DPS,
2,Xera,FALSE,277,Montgomery.1624,131,23.081,98.136,91.728,90.355,55.293,0,0,0,0,0,59392,0,9,100,2,leftover/trash/whatever,DPS,
3,Xera,FALSE,277,Hea.8675,39,22.231,99.064,89.72,86.171,45.193,0.764,0,0,0,0,56441,0,0,100,2,leftover/trash/whatever,DPS,
6,Xera,FALSE,277,Sakke.3096,2,15.343,72.355,53.971,79.133,79.451,2.034,0,0,0,0,98179,0,35,100,2,leftover/trash/whatever,DPS,
7,Xera,FALSE,277,DARKstrider.3729,0,17.256,87.726,60.288,84.948,62.127,0,19.438,0,0,0,46045,0,30,0,2,leftover/trash/whatever,DPS,
0,Keep Construct CM,TRUE,298,Hea.8675,25071,23.178,99.702,99.641,99.209,68.256,1.746,0,0,0,0,266139,0,8,77.9171894604768,0,dps,DPS,
1,Keep Construct CM,TRUE,298,Zerumi.5120,22504,23.079,98.481,96.977,97.884,57.642,0.003,21.171,0,0,0,245513,1,10,85.167837626854,0,dps,DPS,
2,Keep Construct CM,TRUE,298,Montgomery.1624,21678,23.315,96.633,97.4,94.606,66.026,0,0,0,0,0,267236,0,0,83.3852544132918,0,dps,DPS,
6,Keep Construct CM,TRUE,298,Sakke.3096,14124,19.245,99.994,79.781,92.236,68.741,4.333,0,0,0,0,234385,1,34,71.7622080679405,0,dps,DPS,
7,Keep Construct CM,TRUE,298,DARKstrider.3729,21389,20.936,99.994,80.826,99.967,78.519,0.239,26.798,0,0,0.82,203991,0,2,87.0838881491345,0,dps,DPS,
8,Keep Construct CM,TRUE,298,Reeezzz.1802,26122,20.467,98.177,89.232,96.489,79.574,0,0,0,0,0,332063,0,12,75.5627009646302,0,dps,DPS,
0,Keep Construct CM,TRUE,324,Hea.8675,20898,20.504,92.292,93.331,83.633,81.051,1.963,0,0,0,0,328385,1,4,55.984555984556,0,dps,DPS,
1,Keep Construct CM,TRUE,324,Zerumi.5120,19675,20.249,91.592,90.983,86.373,60.422,0.246,18.699,0,0,0,309599,4,4,65.161923454367,0,dps,DPS,
3,Keep Construct CM,TRUE,324,Montgomery.1624,16635,21.322,89.075,92.611,80.467,68.599,0.019,0,0,0,0,249105,1,2,83.8945827232797,0,dps,DPS,
6,Keep Construct CM,TRUE,324,Sakke.3096,11551,16.721,92.541,54.078,81.809,62.386,3.237,0,0,0,0,289904,2,19,41.9068736141907,2,leftover/trash/whatever,DPS,
7,Keep Construct CM,TRUE,324,DARKstrider.3729,14992,19.324,99.771,76.513,96.38,81.218,0.26,24.5,0,0,2.953,173388,2,2,88.2183908045977,0,dps,DPS,
8,Keep Construct CM,TRUE,324,Reeezzz.1802,22122,20.852,99.644,95.382,99.821,85.525,0,0,0,0,0,286830,1,8,74.822695035461,0,dps,DPS,
1,Deimos CM,TRUE,337,Zerumi.5120,28,24.404,99.155,96.42,95.78,89.878,0,22.157,0,0,0,251567,0,9,100,2,leftover/trash/whatever,DPS,
2,Deimos CM,TRUE,337,Hea.8675,0,24.274,99.155,96.922,95.78,87.768,2.827,0,0,0,0.853,238515,0,6,0,2,leftover/trash/whatever,DPS,
3,Deimos CM,TRUE,337,Montgomery.1624,0,23.822,97.905,95.038,91.615,88.297,2.617,0,0,0,0,255553,2,5,0,2,leftover/trash/whatever,DPS,
5,Deimos CM,TRUE,337,DARKstrider.3729,69,20.969,95.773,85.538,91.977,85.972,0,16.822,0,0,0,325900,2,3,100,2,leftover/trash/whatever,DPS,
7,Deimos CM,TRUE,337,Sakke.3096,12,21.368,93.771,88.203,89.895,80.6,2.785,0,0,0,0,324664,1,0,100,2,leftover/trash/whatever,DPS,
9,Deimos CM,TRUE,337,Reeezzz.1802,0,6.288,92.574,19.296,18.769,92.973,1.133,13.342,0,0,21.106,241210,0,0,0,2,leftover/trash/whatever,DPS,
10,Deimos CM,TRUE,337,Shackled Prisoner,0,,,,,,0,0,0,0,0,238029,0,0,0,2,leftover/trash/whatever,Heal,
11,Deimos CM,TRUE,337,Saul D'Alessio,0,,,,,,0,0,0,0,0,0,0,0,0,2,leftover/trash/whatever,Heal,Kiter
1,Samarog CM,TRUE,348,Zerumi.5120,14621,24.117,98.382,92.382,98.993,57.577,0.036,26.129,0,0,0,186950,0,0,97.1230158730159,0,dps,DPS,
2,Samarog CM,TRUE,348,Hea.8675,15113,24.377,98.904,90.911,98.195,60.098,2.937,0,0,0,0,198563,0,0,97.75,0,dps,DPS,
3,Samarog CM,TRUE,348,Montgomery.1624,12628,24.537,98.675,97.766,99.111,56.675,0.038,0,0,0,0,179090,0,0,97.316219369895,2,leftover/trash/whatever,DPS,
5,Samarog CM,TRUE,348,DARKstrider.3729,12998,22.203,97.121,80.354,99.112,52.268,0,28.409,0,0,0,129240,0,0,95.7219251336898,2,leftover/trash/whatever,DPS,
7,Samarog CM,TRUE,348,Sakke.3096,9739,22.105,98.904,68.224,95.596,52.818,4.237,0,0,0,0,249686,1,0,89.1959798994975,2,leftover/trash/whatever,DPS,
9,Samarog CM,TRUE,348,Reeezzz.1802,17276,23.086,98.227,95.901,98.918,51.803,0,0,0,0,0,215343,1,0,85.7377049180328,0,dps,DPS,Swords
1,Mursaat Overseer CM,TRUE,116,Zerumi.5120,30713,24.382,98.364,94.487,96.883,15.672,0,21.735,0,0,0,86875,0,6,99.1582491582492,0,dps,DPS,
2,Mursaat Overseer CM,TRUE,116,Hea.8675,31165,23.818,98.392,97.262,96.882,23.084,4.243,0,0,0,2.74,75860,0,11,84.6905537459283,0,dps,DPS,
3,Mursaat Overseer CM,TRUE,116,Montgomery.1624,28823,24.012,98.365,97.263,96.882,57.976,3.363,0,0,0,0,77083,0,5,96.6442953020134,0,dps,DPS,
6,Mursaat Overseer CM,TRUE,116,Sakke.3096,18998,23.723,98.612,96.402,95.116,78.414,4.959,0,0,0,0,82240,0,0,80.2752293577982,0,dps,DPS,
7,Mursaat Overseer CM,TRUE,116,DARKstrider.3729,28528,24.238,98.157,96.402,99.226,88.851,0.794,39.263,0,0,4.454,73498,0,1,96.1620469083156,0,dps,DPS,
9,Mursaat Overseer CM,TRUE,116,Reeezzz.1802,39799,23.901,98.157,96.402,99.229,90.263,0,0,0,0,0,64495,0,2,100,0,dps,DPS,
0,Cairn CM,TRUE,82,Montgomery.1624,24719,23.435,99.561,91.448,77.758,38.699,2.84,0,0,0,0,40461,0,1,79.8449612403101,0,dps,DPS,
2,Cairn CM,TRUE,82,Zerumi.5120,34108,24.593,99.561,99.754,94.583,62.814,0,28.242,0,0,0,54707,0,0,98.7012987012987,0,dps,DPS,
3,Cairn CM,TRUE,82,Hea.8675,32577,24.408,99.561,99.754,69.698,58.839,3.596,0,0,0,0,42024,0,0,84.8942598187311,0,dps,DPS,
5,Cairn CM,TRUE,82,DARKstrider.3729,26499,22.546,100.04,95.813,98.551,87.278,0,31.374,0,0,0,47190,0,3,97.9289940828402,0,dps,DPS,
8,Cairn CM,TRUE,82,Sakke.3096,24159,24.073,100.04,99.03,97.286,79.243,4.976,0,0,0,0,46810,0,0,95.3125,0,dps,DPS,
9,Cairn CM,TRUE,82,Reeezzz.1802,37270,22.378,100.04,90.466,98.551,73.094,0,0,0,0,0,40008,0,0,84.1584158415842,0,dps,DPS,
0,Dhuum,FALSE,323,Hea.8675,12399,17.932,86.09,59.819,54.529,55.985,1.467,0,0,0,0.495,154021,0,7,81.7204301075269,2,leftover/trash/whatever,DPS,
1,Dhuum,FALSE,323,Zerumi.5120,14248,18.587,90.546,68.538,60.009,58.456,0,15.695,0,0,0,148597,0,0,91.1036036036036,0,dps,DPS,
2,Dhuum,FALSE,323,Montgomery.1624,9642,19.793,94.375,75.525,58.144,57.461,2.328,0,0,0,0.444,165421,1,4,42.296918767507,2,leftover/trash/whatever,DPS,
6,Dhuum,FALSE,323,Sakke.3096,9108,16.232,84.198,55.896,50.511,64.014,2.302,0,0,0,0,181235,0,1,53.6277602523659,2,leftover/trash/whatever,DPS,
7,Dhuum,FALSE,323,Reeezzz.1802,14901,17.433,81.574,64.865,78.491,68.441,0,0,0,0,0,152602,0,3,71.7171717171717,0,dps,DPS,
8,Dhuum,FALSE,323,DARKstrider.3729,11315,19.852,96.93,72.548,90.361,74.785,0,16.926,0,0,0,134448,0,1,89.6551724137931,2,leftover/trash/whatever,DPS,
0,Dhuum CM,TRUE,297,Hea.8675,12876,18.524,76.551,69.516,69.569,67.842,1.381,0,0,0,2.017,236425,0,6,75.8782201405152,2,leftover/trash/whatever,DPS,
1,Dhuum CM,TRUE,297,Zerumi.5120,11843,16.375,83.466,67.06,47.069,58.962,0,11.868,0,0,0,175900,0,1,73.2644017725258,2,leftover/trash/whatever,DPS,
2,Dhuum CM,TRUE,297,Montgomery.1624,9982,18.407,94.942,74.846,59.174,61.846,2.17,0,0,0,0,186034,1,5,69.6476964769648,2,leftover/trash/whatever,DPS,
6,Dhuum CM,TRUE,297,Sakke.3096,6855,14.347,74.682,56.916,56.157,73.307,1.563,0,0,0,2.935,193681,0,2,63.8783269961977,2,leftover/trash/whatever,DPS,
7,Dhuum CM,TRUE,297,Reeezzz.1802,13684,18.894,85.642,55.588,74.789,50.552,0,0,0,0,0,196197,1,3,76.5957446808511,0,dps,DPS,
8,Dhuum CM,TRUE,297,DARKstrider.3729,3443,16.387,97.684,57.073,68.093,57.586,0,12.652,0,0,0,123091,1,2,73.7430167597765,2,leftover/trash/whatever,DPS,
0,Soulless Horror CM,TRUE,145,Hea.8675,34954,24.482,99.049,98.34,99.324,97.836,4.46,0,0,0,2.156,180200,0,31,90.1408450704225,0,dps,DPS,
2,Soulless Horror CM,TRUE,145,Montgomery.1624,32538,24.678,98.835,98.34,98.418,97.836,4.072,0,0,0,0,133175,0,11,94.5169712793734,0,dps,DPS,
6,Soulless Horror CM,TRUE,145,Sakke.3096,24480,24.606,99.785,99.027,98.698,96.798,4.598,0,0,0,0,148565,0,10,90.7692307692308,0,dps,DPS,
7,Soulless Horror CM,TRUE,145,DARKstrider.3729,29594,24.693,99.771,99.014,99.311,96.004,0,31.216,0,0,0,122565,1,65,95.2380952380952,0,dps,DPS,Tank
9,Soulless Horror CM,TRUE,145,Reeezzz.1802,35983,24.555,99.681,99.027,99.325,96.798,6.218,0,0,0,0,140882,0,17,100,0,dps,DPS,
0,Qadim,FALSE,398,Hea.8675,6884,21.48,81.954,89.864,99.804,93.065,0.372,0,0,0,0,134241,0,3,99.3421052631579,2,leftover/trash/whatever,DPS,
1,Qadim,FALSE,398,Montgomery.1624,5819,20.585,80.659,92.739,100,81.509,0.207,0,0,0,0,140652,0,2,98.2905982905983,2,leftover/trash/whatever,DPS,Tank
2,Qadim,FALSE,398,Zerumi.5120,5463,19.275,92.872,74.382,96.125,76.989,0,28.56,0,0,0,147277,0,7,99.6062992125984,2,leftover/trash/whatever,DPS,
5,Qadim,FALSE,398,Reeezzz.1802,6319,17.939,86.468,64.42,88.181,60.98,0.029,0,0,0,0,139194,0,5,95.7805907172996,2,leftover/trash/whatever,DPS,
6,Qadim,FALSE,398,Sakke.3096,4241,8.424,68.061,38.241,52.591,36.986,0,9.166,0,0,0,200063,1,2,83.9080459770115,2,leftover/trash/whatever,DPS,
9,Qadim,FALSE,398,DARKstrider.3729,5149,9.62,74.393,37.743,45.85,77.051,0,13.458,0,0,0,112719,0,11,97.9591836734694,2,leftover/trash/whatever,DPS,
0,Qadim CM,TRUE,63,Hea.8675,0,23.552,88.468,87.299,99.835,74.185,0.34,0,0,0,0,38117,1,0,0,2,leftover/trash/whatever,DPS,
1,Qadim CM,TRUE,63,Montgomery.1624,0,23.312,88.468,87.299,99.835,72.79,0,0,0,0,0,36649,1,0,0,2,leftover/trash/whatever,DPS,
2,Qadim CM,TRUE,63,Zerumi.5120,0,24.035,88.478,87.317,99.761,82.035,0,27.08,0,0,0,11931,0,2,0,2,leftover/trash/whatever,DPS,
5,Qadim CM,TRUE,63,Reeezzz.1802,0,15.963,83.324,51.673,48.421,11.7,0.003,0,0,0,0,30625,1,0,0,2,leftover/trash/whatever,DPS,
6,Qadim CM,TRUE,63,Sakke.3096,0,0,44.844,,,,0,0,0,0,0,33529,1,0,0,2,leftover/trash/whatever,DPS,
9,Qadim CM,TRUE,63,DARKstrider.3729,0,1.839,62.45,8.291,,67.781,0,0,0,0,0,19032,0,0,100,2,leftover/trash/whatever,DPS,
1,Qadim CM,TRUE,81,Hea.8675,6,11.519,92.551,72.409,15.123,12.932,0.338,0,0,0,0,27459,1,0,0,2,leftover/trash/whatever,DPS,
2,Qadim CM,TRUE,81,Montgomery.1624,3,15.042,92.748,90.979,14.806,46.123,0,0,0,0,0,28136,0,0,0,2,leftover/trash/whatever,DPS,
3,Qadim CM,TRUE,81,Zerumi.5120,0,13.062,92.593,67.785,28.014,32.907,0,21.358,0,0,0,29809,0,2,0,2,leftover/trash/whatever,DPS,
5,Qadim CM,TRUE,81,Reeezzz.1802,0,15.483,84.521,80.75,9.559,,0.028,0,0,0,0,55540,1,0,0,2,leftover/trash/whatever,DPS,
6,Qadim CM,TRUE,81,Sakke.3096,0,0.298,68.565,25.289,4.859,16.535,0,6.25,0,0,0,8170,0,0,0,2,leftover/trash/whatever,DPS,
7,Qadim CM,TRUE,81,DARKstrider.9245,27,9.441,63.52,,79.417,42.592,0,0,0,0,0,31903,0,0,100,2,leftover/trash/whatever,DPS,
9,Qadim CM,TRUE,81,DARKstrider.3729,1,0.274,91.081,14.981,3.421,24.057,0,6.803,0,0,0,22910,0,0,0,2,leftover/trash/whatever,DPS,
1,Qadim CM,TRUE,178,Hea.8675,5989,18.889,95.869,95.432,64.255,42.634,0.499,0,0,0,0,101046,1,0,100,2,leftover/trash/whatever,DPS,
2,Qadim CM,TRUE,178,Montgomery.1624,3247,19.263,92.855,91.114,59.898,21.133,0,0,0,0,0,166265,2,5,68.5714285714286,2,leftover/trash/whatever,DPS,
3,Qadim CM,TRUE,178,Zerumi.5120,4870,18.821,95.869,92.062,61.407,31.672,0,23.053,0,0,0,143914,1,0,97.0338983050847,2,leftover/trash/whatever,DPS,
5,Qadim CM,TRUE,178,Reeezzz.1802,4996,16.591,95.798,84.564,56.414,35.724,0.049,0,0,0,0,120949,1,1,95.1807228915663,2,leftover/trash/whatever,DPS,
6,Qadim CM,TRUE,178,Sakke.3096,4327,8.672,81.749,40.758,47.129,30.427,0,8.371,0,0,0,64980,1,0,71.7105263157895,2,leftover/trash/whatever,DPS,
9,Qadim CM,TRUE,178,DARKstrider.3729,4810,6.748,85.093,35.657,41.75,34.798,0,15.34,0,0,0,58777,1,22,89.7058823529412,2,leftover/trash/whatever,DPS,
4,Twin Largos CM,TRUE,268,Zerumi.5120,4460,24.094,98.655,99.09,96.232,40.788,0,28.111,0,0,0,243128,1,12,74.2765273311897,2,leftover/trash/whatever,DPS,
8,Twin Largos CM,TRUE,268,Reeezzz.1802,12693,23.302,98.763,98.823,98.929,85.452,0,14.732,0,0,0,332494,1,0,58.7761674718197,2,leftover/trash/whatever,DPS,
9,Twin Largos CM,TRUE,268,DARKstrider.3729,11568,22.791,98.537,98.397,98.668,91.667,0.899,29.276,0,0,1.517,188371,0,6,80.3245436105477,2,leftover/trash/whatever,DPS,
0,Conjured Amalgamate CM,TRUE,168,Hea.8675,24420,18.111,98.326,95.713,99.657,88.106,1.459,0,0,0,0,56576,0,0,86.4485981308411,0,dps,DPS,
2,Conjured Amalgamate CM,TRUE,168,Montgomery.1624,26674,23.789,97.728,98.065,94.451,79.335,0,0,0,0,0,103261,0,0,96.8847352024922,0,dps,DPS,
3,Conjured Amalgamate CM,TRUE,168,Zerumi.5120,23769,21.491,97.728,94.634,100,67.493,0.067,32.47,0,0,0,85365,1,4,65.4723127035831,0,dps,DPS,
5,Conjured Amalgamate CM,TRUE,168,Sakke.3096,25063,22.188,92.319,98.128,99.484,88.383,0,0,0,0,0,64143,0,0,93.7908496732026,0,dps,DPS,
6,Conjured Amalgamate CM,TRUE,168,Reeezzz.1802,28700,19.156,98.795,98.728,99.722,99.181,0,0,0,0,0,59354,0,2,95.3389830508475,0,dps,DPS,
9,Conjured Amalgamate CM,TRUE,168,DARKstrider.3729,21112,17.418,98.795,88.698,99.722,93.889,0,30.221,0,0,0,29508,0,5,95.9641255605381,0,dps,DPS,
10,Conjured Amalgamate CM,TRUE,168,Conjured Sword,18075,,,,,,0,0,0,0,0,0,0,0,100,0,dps,Heal,
1,Qadim the Peerless CM,TRUE,334,Montgomery.1624,1,10.173,91.944,87.018,78.169,20.43,0.23,0,0,0,0,136084,1,2,100,2,leftover/trash/whatever,DPS,
2,Qadim the Peerless CM,TRUE,334,Hea.8675,1,17.138,77.91,63.179,52.007,43.045,1.821,0,0,0,0,82226,0,4,100,2,leftover/trash/whatever,DPS,
3,Qadim the Peerless CM,TRUE,334,Zerumi.5120,1,18.257,99.019,74.154,61.701,39.52,0,9.086,0,0,0,220539,1,2,100,2,leftover/trash/whatever,DPS,
6,Qadim the Peerless CM,TRUE,334,Sakke.3096,0,15.76,97.906,62.381,70.44,47.234,2.419,0,0,0,0,203070,2,12,0,2,leftover/trash/whatever,DPS,
9,Qadim the Peerless CM,TRUE,334,Reeezzz.1802,0,21.472,99.102,81.711,96.189,71.329,0,15.191,0,0,0,103625,0,5,100,2,leftover/trash/whatever,DPS,
1,Qadim the Peerless CM,TRUE,323,Montgomery.1624,0,11.56,89.089,85.016,68.379,23.938,0.746,0,0,0,0,254329,1,4,0,2,leftover/trash/whatever,DPS,
2,Qadim the Peerless CM,TRUE,323,Hea.8675,0,20.076,98.712,95.864,56.284,44.815,2.053,0,0,0,0,136462,0,29,0,2,leftover/trash/whatever,DPS,
3,Qadim the Peerless CM,TRUE,323,Zerumi.5120,0,20.633,99.583,88.778,57.068,39.066,0,9.838,0,0,0,159602,0,1,0,2,leftover/trash/whatever,DPS,
6,Qadim the Peerless CM,TRUE,323,Sakke.3096,0,17.923,97.983,79.624,61.402,43.058,1.716,0,0,0,0,189484,1,8,0,2,leftover/trash/whatever,DPS,
7,Qadim the Peerless CM,TRUE,323,DARKstrider.3729,0,17.63,99.488,52.433,56.605,90.203,0,4.976,0,0,0,124209,0,0,0,2,leftover/trash/whatever,DPS,
9,Qadim the Peerless CM,TRUE,323,Reeezzz.1802,0,21.075,97.336,97.519,93.962,57.361,0,8.939,0,0,0,3090,0,0,0,2,leftover/trash/whatever,DPS,
0,Cardinal Adina CM,TRUE,246,Zerumi.5120,12372,21.5,98.172,89.663,96.3,67.21,0,23.926,0,0,0,233838,1,0,89.8630136986301,2,leftover/trash/whatever,DPS,
2,Cardinal Adina CM,TRUE,246,Montgomery.1624,8475,21.651,97.214,91.733,94.494,83.354,3.147,0,0,0,0,136725,0,1,78.9317507418398,2,leftover/trash/whatever,DPS,
3,Cardinal Adina CM,TRUE,246,Hea.8675,14357,21.906,93.899,97.173,96.54,70.291,0.114,0,0,0,0,208285,1,3,82.5825825825826,0,dps,DPS,
7,Cardinal Adina CM,TRUE,246,Sakke.3096,9282,21.493,99.783,77.353,87.483,80.439,5.154,0,0,0,0,235697,1,3,71.5909090909091,2,leftover/trash/whatever,DPS,
8,Cardinal Adina CM,TRUE,246,DARKstrider.3729,12044,21.649,94.686,79.403,94.122,85.316,0.863,32.058,0,0,1.054,171166,1,8,89.6694214876033,2,leftover/trash/whatever,DPS,
9,Cardinal Adina CM,TRUE,246,Reeezzz.1802,13360,22.04,98.928,74.069,94.624,80.932,0,13.989,0,0,0,206791,1,2,79.2626728110599,0,dps,DPS,
0,Cardinal Sabir CM,TRUE,241,Hea.8675,18243,24.779,99.108,99.562,99.769,61.152,3.201,0,0,0,0,214431,0,4,74.2378048780488,0,dps,DPS,
2,Cardinal Sabir CM,TRUE,241,Montgomery.1624,15929,24.268,99.469,99.562,98.546,51.595,4.04,0,0,0,0,185506,1,4,81.6091954022989,0,dps,DPS,
3,Cardinal Sabir CM,TRUE,241,Zerumi.5120,19561,24.632,99.222,99.562,98.546,54.739,0,25.166,0,0,0,216308,0,1,87.0243902439024,0,dps,DPS,
6,Cardinal Sabir CM,TRUE,241,Sakke.3096,12283,22.424,99.421,76.104,99.768,49.013,5.825,0,0,0,0,217856,1,0,65.9701492537314,2,leftover/trash/whatever,DPS,
7,Cardinal Sabir CM,TRUE,241,DARKstrider.3729,11137,20.688,99.421,68.884,78.545,52.498,0,15.74,0,0,0,175194,2,6,46.7889908256881,2,leftover/trash/whatever,DPS,
